,Sample_ID,Year,Country,Continent,Azithromycin mic,Ciprofloxacin mic,Ceftriaxone mic,Cefixime mic,Azithromycin log mic,Ciprofloxacin log mic,Ceftriaxone log mic,Cefixime log mic,Azithromycin sr,Ciprofloxacin sr,Ceftriaxone sr,Cefixime sr
2088,12082_1#22,1999.0,Japan,Asia,0.38,0.5,0.094,0.125,-1.395928676,-1.0,-3.411195433,-3.0,0.0,0.0,0.0,0.0
2089,12273_1#63,2012.0,Ivory_Coast,Africa,0.094,0.125,0.003,0.008,-3.411195433,-3.0,-8.380821784,-6.965784285,0.0,0.0,0.0,0.0
2090,12273_1#64,2012.0,Ivory_Coast,Africa,0.047,0.125,0.004,0.008,-4.411195433,-3.0,-7.965784285,-6.965784285,0.0,0.0,0.0,0.0
2091,8289_2#1,2009.0,USA,America,1.0,16.0,0.125,0.25,0.0,4.0,-3.0,-2.0,0.0,1.0,0.0,0.0
2092,8289_2#2,2009.0,USA,America,1.0,16.0,0.03,0.015,0.0,4.0,-5.058893689,-6.058893689,0.0,1.0,0.0,0.0
2093,8289_2#3,2009.0,USA,America,1.0,16.0,0.125,0.25,0.0,4.0,-3.0,-2.0,0.0,1.0,0.0,0.0
2094,8289_2#4,2009.0,USA,America,1.0,16.0,0.03,0.015,0.0,4.0,-5.058893689,-6.058893689,0.0,1.0,0.0,0.0
2095,8289_2#5,2009.0,USA,America,1.0,16.0,0.06,0.5,0.0,4.0,-4.058893689,-1.0,0.0,1.0,0.0,0.0
2096,8289_2#6,2009.0,USA,America,1.0,8.0,0.03,0.015,0.0,3.0,-5.058893689,-6.058893689,0.0,1.0,0.0,0.0
2097,8289_2#7,2009.0,USA,America,0.5,16.0,0.06,0.25,-1.0,4.0,-4.058893689,-2.0,0.0,1.0,0.0,0.0
2098,8289_2#8,2009.0,USA,America,0.25,1.0,0.008,0.015,-2.0,0.0,-6.965784285,-6.058893689,0.0,0.0,0.0,0.0
2099,8289_2#9,2009.0,USA,America,0.25,0.004,0.032,0.063,-2.0,-7.965784285,-4.965784285,-3.988504361,0.0,0.0,0.0,0.0
2100,8289_2#10,2009.0,USA,America,0.5,0.015,0.015,0.015,-1.0,-6.058893689,-6.058893689,-6.058893689,0.0,0.0,0.0,0.0
2101,8289_2#12,2009.0,USA,America,0.25,0.015,0.06,0.06,-2.0,-6.058893689,-4.058893689,-4.058893689,0.0,0.0,0.0,0.0
2102,9716_3#43,2009.0,USA,America,0.25,0.004,0.032,0.063,-2.0,-7.965784285,-4.965784285,-3.988504361,0.0,0.0,0.0,0.0
2103,8289_2#14,2009.0,USA,America,0.5,0.015,0.06,0.06,-1.0,-6.058893689,-4.058893689,-4.058893689,0.0,0.0,0.0,0.0
2104,9716_3#44,2009.0,USA,America,0.25,0.004,0.032,0.063,-2.0,-7.965784285,-4.965784285,-3.988504361,0.0,0.0,0.0,0.0
2105,9716_3#45,2009.0,USA,America,0.25,0.015,0.06,0.06,-2.0,-6.058893689,-4.058893689,-4.058893689,0.0,0.0,0.0,0.0
2106,8289_2#17,2009.0,USA,America,1.0,32.0,0.06,0.25,0.0,5.0,-4.058893689,-2.0,0.0,1.0,0.0,0.0
2107,8289_2#18,2009.0,USA,America,8.0,0.015,0.008,0.015,3.0,-6.058893689,-6.965784285,-6.058893689,1.0,0.0,0.0,0.0
2108,8289_2#19,2009.0,USA,America,1.0,32.0,0.06,0.25,0.0,5.0,-4.058893689,-2.0,0.0,1.0,0.0,0.0
2109,8289_2#20,2009.0,USA,America,0.5,2.0,0.008,0.015,-1.0,1.0,-6.965784285,-6.058893689,0.0,1.0,0.0,0.0
2110,8289_2#21,2009.0,USA,America,1.0,32.0,0.06,0.25,0.0,5.0,-4.058893689,-2.0,0.0,1.0,0.0,0.0
2111,8289_2#22,2009.0,USA,America,0.5,16.0,0.06,0.06,-1.0,4.0,-4.058893689,-4.058893689,0.0,1.0,0.0,0.0
2112,8289_2#23,2009.0,USA,America,0.5,16.0,0.03,0.25,-1.0,4.0,-5.058893689,-2.0,0.0,1.0,0.0,0.0
2113,8289_2#24,2009.0,USA,America,0.5,4.0,0.06,0.06,-1.0,2.0,-4.058893689,-4.058893689,0.0,1.0,0.0,0.0
2114,15335_5#75,2009.0,USA,America,0.5,16.0,0.06,0.25,-1.0,4.0,-4.058893689,-2.0,0.0,1.0,0.0,0.0
2115,8289_2#26,2009.0,USA,America,0.5,16.0,0.06,0.06,-1.0,4.0,-4.058893689,-4.058893689,0.0,1.0,0.0,0.0
2116,8289_2#27,2009.0,USA,America,0.5,32.0,0.03,0.25,-1.0,5.0,-5.058893689,-2.0,0.0,1.0,0.0,0.0
2117,8289_2#28,2009.0,USA,America,1.0,8.0,0.008,0.015,0.0,3.0,-6.965784285,-6.058893689,0.0,1.0,0.0,0.0
2118,15335_5#76,2009.0,USA,America,0.5,32.0,0.06,0.25,-1.0,5.0,-4.058893689,-2.0,0.0,1.0,0.0,0.0
2119,8289_2#30,2009.0,USA,America,1.0,8.0,0.008,0.015,0.0,3.0,-6.965784285,-6.058893689,0.0,1.0,0.0,0.0
2120,8289_2#31,2009.0,USA,America,0.5,32.0,0.03,0.5,-1.0,5.0,-5.058893689,-1.0,0.0,1.0,0.0,0.0
2121,8289_2#32,2009.0,USA,America,0.5,16.0,0.03,0.03,-1.0,4.0,-5.058893689,-5.058893689,0.0,1.0,0.0,0.0
2122,8289_2#33,2009.0,USA,America,0.25,16.0,0.06,0.25,-2.0,4.0,-4.058893689,-2.0,0.0,1.0,0.0,0.0
2123,8289_2#34,2009.0,USA,America,1.0,32.0,0.06,0.06,0.0,5.0,-4.058893689,-4.058893689,0.0,1.0,0.0,0.0
2124,8289_2#35,2009.0,USA,America,1.0,32.0,0.125,0.25,0.0,5.0,-3.0,-2.0,0.0,1.0,0.0,0.0
2125,8289_2#36,2009.0,USA,America,0.5,16.0,0.015,0.03,-1.0,4.0,-6.058893689,-5.058893689,0.0,1.0,0.0,0.0
2126,8289_2#37,2009.0,USA,America,0.5,32.0,0.125,0.5,-1.0,5.0,-3.0,-1.0,0.0,1.0,0.0,0.0
2127,8289_2#38,2009.0,USA,America,8.0,0.015,0.008,0.015,3.0,-6.058893689,-6.965784285,-6.058893689,1.0,0.0,0.0,0.0
2128,8289_2#39,2009.0,USA,America,1.0,16.0,0.125,0.25,0.0,4.0,-3.0,-2.0,0.0,1.0,0.0,0.0
2129,8289_2#40,2009.0,USA,America,0.125,16.0,0.03,0.03,-3.0,4.0,-5.058893689,-5.058893689,0.0,1.0,0.0,0.0
2130,8289_2#41,2009.0,USA,America,1.0,16.0,0.125,0.25,0.0,4.0,-3.0,-2.0,0.0,1.0,0.0,0.0
2131,8289_2#42,2009.0,USA,America,1.0,8.0,0.06,0.06,0.0,3.0,-4.058893689,-4.058893689,0.0,1.0,0.0,0.0
2132,8289_2#43,2009.0,USA,America,1.0,16.0,0.06,0.25,0.0,4.0,-4.058893689,-2.0,0.0,1.0,0.0,0.0
2133,8289_2#44,2009.0,USA,America,0.5,16.0,0.06,0.06,-1.0,4.0,-4.058893689,-4.058893689,0.0,1.0,0.0,0.0
2134,8289_2#45,2009.0,USA,America,1.0,16.0,0.06,0.25,0.0,4.0,-4.058893689,-2.0,0.0,1.0,0.0,0.0
2135,8289_2#46,2009.0,USA,America,1.0,16.0,0.063,0.125,0.0,4.0,-3.988504361,-3.0,0.0,1.0,0.0,0.0
2136,8289_2#47,2009.0,USA,America,1.0,16.0,0.06,0.25,0.0,4.0,-4.058893689,-2.0,0.0,1.0,0.0,0.0
2137,8289_2#49,2009.0,USA,America,1.0,16.0,0.06,0.25,0.0,4.0,-4.058893689,-2.0,0.0,1.0,0.0,0.0
2138,8289_2#50,2009.0,USA,America,0.03,0.015,0.008,0.015,-5.058893689,-6.058893689,-6.965784285,-6.058893689,0.0,0.0,0.0,0.0
2139,8289_2#51,2009.0,USA,America,0.5,16.0,0.06,0.25,-1.0,4.0,-4.058893689,-2.0,0.0,1.0,0.0,0.0
2140,8289_2#52,2009.0,USA,America,0.5,8.0,0.06,0.03,-1.0,3.0,-4.058893689,-5.058893689,0.0,1.0,0.0,0.0
2141,8289_2#53,2009.0,USA,America,1.0,16.0,0.125,0.25,0.0,4.0,-3.0,-2.0,0.0,1.0,0.0,0.0
2142,8289_2#54,2009.0,USA,America,1.0,16.0,0.06,0.06,0.0,4.0,-4.058893689,-4.058893689,0.0,1.0,0.0,0.0
2143,8289_2#55,2009.0,USA,America,1.0,16.0,0.06,0.25,0.0,4.0,-4.058893689,-2.0,0.0,1.0,0.0,0.0
2144,8289_2#56,2009.0,USA,America,0.5,8.0,0.06,0.06,-1.0,3.0,-4.058893689,-4.058893689,0.0,1.0,0.0,0.0
2145,8289_2#57,2009.0,USA,America,0.5,16.0,0.06,0.25,-1.0,4.0,-4.058893689,-2.0,0.0,1.0,0.0,0.0
2146,8289_2#58,2009.0,USA,America,0.5,16.0,0.03,0.03,-1.0,4.0,-5.058893689,-5.058893689,0.0,1.0,0.0,0.0
2147,8289_2#59,2009.0,USA,America,1.0,16.0,0.125,0.25,0.0,4.0,-3.0,-2.0,0.0,1.0,0.0,0.0
2148,8289_2#60,2009.0,USA,America,0.5,8.0,0.06,0.06,-1.0,3.0,-4.058893689,-4.058893689,0.0,1.0,0.0,0.0
2149,15335_5#84,2009.0,USA,America,0.5,32.0,0.06,0.5,-1.0,5.0,-4.058893689,-1.0,0.0,1.0,0.0,0.0
2150,8289_2#62,2009.0,USA,America,0.25,4.0,0.015,0.015,-2.0,2.0,-6.058893689,-6.058893689,0.0,1.0,0.0,0.0
2151,8289_2#63,2009.0,USA,America,0.5,16.0,0.06,0.25,-1.0,4.0,-4.058893689,-2.0,0.0,1.0,0.0,0.0
2152,8289_2#64,2009.0,USA,America,1.0,0.015,0.03,0.06,0.0,-6.058893689,-5.058893689,-4.058893689,0.0,0.0,0.0,0.0
2153,8289_2#65,2009.0,USA,America,0.5,16.0,0.06,0.25,-1.0,4.0,-4.058893689,-2.0,0.0,1.0,0.0,0.0
2154,8289_2#66,2009.0,USA,America,1.0,8.0,0.008,0.015,0.0,3.0,-6.965784285,-6.058893689,0.0,1.0,0.0,0.0
2155,8289_2#67,2009.0,USA,America,0.5,16.0,0.125,0.25,-1.0,4.0,-3.0,-2.0,0.0,1.0,0.0,0.0
2156,8289_2#68,2009.0,USA,America,0.5,8.0,0.008,0.015,-1.0,3.0,-6.965784285,-6.058893689,0.0,1.0,0.0,0.0
2157,8289_2#69,2009.0,USA,America,1.0,16.0,0.125,0.25,0.0,4.0,-3.0,-2.0,0.0,1.0,0.0,0.0
2158,8289_2#70,2009.0,USA,America,0.5,4.0,0.015,0.03,-1.0,2.0,-6.058893689,-5.058893689,0.0,1.0,0.0,0.0
2159,8289_2#71,2009.0,USA,America,0.5,0.015,0.03,0.25,-1.0,-6.058893689,-5.058893689,-2.0,0.0,0.0,0.0,0.0
2160,8289_2#72,2009.0,USA,America,0.5,0.015,0.008,0.015,-1.0,-6.058893689,-6.965784285,-6.058893689,0.0,0.0,0.0,0.0
2161,8289_2#73,2009.0,USA,America,0.25,0.015,0.06,0.25,-2.0,-6.058893689,-4.058893689,-2.0,0.0,0.0,0.0,0.0
2162,8289_2#74,2009.0,USA,America,0.25,0.015,0.008,0.015,-2.0,-6.058893689,-6.965784285,-6.058893689,0.0,0.0,0.0,0.0
2163,8289_2#75,2009.0,USA,America,0.5,8.0,0.06,0.25,-1.0,3.0,-4.058893689,-2.0,0.0,1.0,0.0,0.0
2164,8289_2#76,2009.0,USA,America,0.25,8.0,0.008,0.015,-2.0,3.0,-6.965784285,-6.058893689,0.0,1.0,0.0,0.0
2165,8289_2#77,2009.0,USA,America,1.0,16.0,0.06,0.25,0.0,4.0,-4.058893689,-2.0,0.0,1.0,0.0,0.0
2166,8289_2#78,2009.0,USA,America,0.06,4.0,0.008,0.015,-4.058893689,2.0,-6.965784285,-6.058893689,0.0,1.0,0.0,0.0
2167,8289_2#79,2009.0,USA,America,0.5,16.0,0.06,0.25,-1.0,4.0,-4.058893689,-2.0,0.0,1.0,0.0,0.0
2168,8289_2#80,2009.0,USA,America,1.0,16.0,0.06,0.015,0.0,4.0,-4.058893689,-6.058893689,0.0,1.0,0.0,0.0
2169,8289_2#81,2009.0,USA,America,0.125,16.0,0.06,0.25,-3.0,4.0,-4.058893689,-2.0,0.0,1.0,0.0,0.0
2170,8289_2#82,2009.0,USA,America,0.25,16.0,0.06,0.06,-2.0,4.0,-4.058893689,-4.058893689,0.0,1.0,0.0,0.0
2171,8289_2#83,2009.0,USA,America,0.5,0.008,0.032,0.032,-1.0,-6.965784285,-4.965784285,-4.965784285,0.0,0.0,0.0,0.0
2172,8289_2#84,2009.0,USA,America,1.0,0.015,0.015,0.015,0.0,-6.058893689,-6.058893689,-6.058893689,0.0,0.0,0.0,0.0
2173,8289_2#85,2009.0,USA,America,0.5,32.0,0.03,0.25,-1.0,5.0,-5.058893689,-2.0,0.0,1.0,0.0,0.0
2174,8289_2#86,2009.0,USA,America,1.0,4.0,0.015,0.03,0.0,2.0,-6.058893689,-5.058893689,0.0,1.0,0.0,0.0
2175,8289_2#87,2009.0,USA,America,0.5,32.0,0.03,0.25,-1.0,5.0,-5.058893689,-2.0,0.0,1.0,0.0,0.0
2176,8289_2#88,2009.0,USA,America,0.5,16.0,0.063,0.125,-1.0,4.0,-3.988504361,-3.0,0.0,1.0,0.0,0.0
2177,8289_2#89,2009.0,USA,America,1.0,32.0,0.03,0.25,0.0,5.0,-5.058893689,-2.0,0.0,1.0,0.0,0.0
2178,8289_2#90,2009.0,USA,America,0.25,1.0,0.008,0.015,-2.0,0.0,-6.965784285,-6.058893689,0.0,0.0,0.0,0.0
2179,8289_2#91,2010.0,USA,America,1.0,16.0,0.06,0.25,0.0,4.0,-4.058893689,-2.0,0.0,1.0,0.0,0.0
2180,8289_2#92,2010.0,USA,America,0.25,0.015,0.06,0.06,-2.0,-6.058893689,-4.058893689,-4.058893689,0.0,0.0,0.0,0.0
2181,8289_2#93,2010.0,USA,America,1.0,16.0,0.125,0.25,0.0,4.0,-3.0,-2.0,0.0,1.0,0.0,0.0
2182,8289_2#94,2009.0,USA,America,1.0,8.0,0.03,0.03,0.0,3.0,-5.058893689,-5.058893689,0.0,1.0,0.0,0.0
2183,8289_2#95,2010.0,USA,America,1.0,16.0,0.06,0.25,0.0,4.0,-4.058893689,-2.0,0.0,1.0,0.0,0.0
2184,8289_2#96,2010.0,USA,America,16.0,0.015,0.008,0.03,4.0,-6.058893689,-6.965784285,-5.058893689,1.0,0.0,0.0,0.0
2185,8727_8#1,2010.0,USA,America,0.5,16.0,0.125,0.5,-1.0,4.0,-3.0,-1.0,0.0,1.0,0.0,0.0
2186,8727_8#2,2010.0,USA,America,16.0,0.015,0.008,0.03,4.0,-6.058893689,-6.965784285,-5.058893689,1.0,0.0,0.0,0.0
2187,8727_8#3,2010.0,USA,America,1.0,16.0,0.25,0.5,0.0,4.0,-2.0,-1.0,0.0,1.0,0.0,0.0
2188,8727_8#4,2010.0,USA,America,0.25,0.015,0.06,0.06,-2.0,-6.058893689,-4.058893689,-4.058893689,0.0,0.0,0.0,0.0
2189,8727_8#5,2010.0,USA,America,0.125,16.0,0.06,0.25,-3.0,4.0,-4.058893689,-2.0,0.0,1.0,0.0,0.0
2190,8727_8#6,2010.0,USA,America,16.0,16.0,0.063,0.125,4.0,4.0,-3.988504361,-3.0,1.0,1.0,0.0,0.0
2191,8727_8#7,2010.0,USA,America,0.5,16.0,0.03,0.25,-1.0,4.0,-5.058893689,-2.0,0.0,1.0,0.0,0.0
2192,8727_8#8,2010.0,USA,America,4.0,16.0,0.063,0.125,2.0,4.0,-3.988504361,-3.0,1.0,1.0,0.0,0.0
2193,8727_8#9,2010.0,USA,America,0.5,16.0,0.06,0.25,-1.0,4.0,-4.058893689,-2.0,0.0,1.0,0.0,0.0
2194,8727_8#10,2010.0,USA,America,8.0,0.015,0.008,0.015,3.0,-6.058893689,-6.965784285,-6.058893689,1.0,0.0,0.0,0.0
2195,8727_8#11,2010.0,USA,America,0.5,16.0,0.125,0.25,-1.0,4.0,-3.0,-2.0,0.0,1.0,0.0,0.0
2196,8727_8#12,2009.0,USA,America,0.25,16.0,0.06,0.03,-2.0,4.0,-4.058893689,-5.058893689,0.0,1.0,0.0,0.0
2197,8727_8#13,2010.0,USA,America,0.5,32.0,0.06,0.25,-1.0,5.0,-4.058893689,-2.0,0.0,1.0,0.0,0.0
2198,8289_2#11,2009.0,USA,America,0.25,0.015,0.06,0.25,-2.0,-6.058893689,-4.058893689,-2.0,0.0,0.0,0.0,0.0
2199,8727_8#14,2010.0,USA,America,16.0,0.015,0.008,0.03,4.0,-6.058893689,-6.965784285,-5.058893689,1.0,0.0,0.0,0.0
2200,8727_8#15,2010.0,USA,America,0.5,32.0,0.25,0.25,-1.0,5.0,-2.0,-2.0,0.0,1.0,0.0,0.0
2201,9716_3#90,2009.0,USA,America,0.25,4.0,0.015,0.015,-2.0,2.0,-6.058893689,-6.058893689,0.0,1.0,0.0,0.0
2202,8727_8#17,2010.0,USA,America,0.5,32.0,0.03,0.25,-1.0,5.0,-5.058893689,-2.0,0.0,1.0,0.0,0.0
2203,8727_8#18,2009.0,USA,America,0.125,2.0,0.008,0.015,-3.0,1.0,-6.965784285,-6.058893689,0.0,1.0,0.0,0.0
2204,8727_8#19,2010.0,USA,America,0.5,16.0,0.06,0.5,-1.0,4.0,-4.058893689,-1.0,0.0,1.0,0.0,0.0
2205,8727_8#20,2009.0,USA,America,0.06,4.0,0.008,0.015,-4.058893689,2.0,-6.965784285,-6.058893689,0.0,1.0,0.0,0.0
2206,8727_8#21,2010.0,USA,America,0.25,16.0,0.06,0.25,-2.0,4.0,-4.058893689,-2.0,0.0,1.0,0.0,0.0
2207,8727_8#22,2010.0,USA,America,8.0,0.015,0.03,0.03,3.0,-6.058893689,-5.058893689,-5.058893689,1.0,0.0,0.0,0.0
2208,8727_8#23,2010.0,USA,America,0.25,16.0,0.06,0.25,-2.0,4.0,-4.058893689,-2.0,0.0,1.0,0.0,0.0
2209,8727_8#24,2009.0,USA,America,8.0,0.015,0.008,0.015,3.0,-6.058893689,-6.965784285,-6.058893689,1.0,0.0,0.0,0.0
2210,8727_8#25,2010.0,USA,America,0.5,16.0,0.06,0.5,-1.0,4.0,-4.058893689,-1.0,0.0,1.0,0.0,0.0
2211,8727_8#26,2010.0,USA,America,0.25,16.0,0.03,0.06,-2.0,4.0,-5.058893689,-4.058893689,0.0,1.0,0.0,0.0
2212,8727_8#27,2010.0,USA,America,0.5,16.0,0.125,0.25,-1.0,4.0,-3.0,-2.0,0.0,1.0,0.0,0.0
2213,8727_8#28,2010.0,USA,America,1.0,16.0,0.063,0.125,0.0,4.0,-3.988504361,-3.0,0.0,1.0,0.0,0.0
2214,8727_8#29,2010.0,USA,America,0.5,16.0,0.06,0.25,-1.0,4.0,-4.058893689,-2.0,0.0,1.0,0.0,0.0
2215,8727_8#30,2010.0,USA,America,0.25,0.015,0.03,0.06,-2.0,-6.058893689,-5.058893689,-4.058893689,0.0,0.0,0.0,0.0
2216,8727_8#31,2010.0,USA,America,0.25,8.0,0.03,0.25,-2.0,3.0,-5.058893689,-2.0,0.0,1.0,0.0,0.0
2217,8727_8#32,2010.0,USA,America,8.0,0.015,0.008,0.03,3.0,-6.058893689,-6.965784285,-5.058893689,1.0,0.0,0.0,0.0
2218,8727_8#33,2010.0,USA,America,0.5,32.0,0.03,0.25,-1.0,5.0,-5.058893689,-2.0,0.0,1.0,0.0,0.0
2219,8727_8#34,2009.0,USA,America,0.5,16.0,0.03,0.03,-1.0,4.0,-5.058893689,-5.058893689,0.0,1.0,0.0,0.0
2220,8727_8#35,2010.0,USA,America,0.5,32.0,0.03,0.25,-1.0,5.0,-5.058893689,-2.0,0.0,1.0,0.0,0.0
2221,8727_8#36,2009.0,USA,America,0.5,16.0,0.03,0.06,-1.0,4.0,-5.058893689,-4.058893689,0.0,1.0,0.0,0.0
2222,15335_5#95,2010.0,USA,America,0.5,32.0,0.03,0.25,-1.0,5.0,-5.058893689,-2.0,0.0,1.0,0.0,0.0
2223,8727_8#38,2009.0,USA,America,0.5,16.0,0.03,0.03,-1.0,4.0,-5.058893689,-5.058893689,0.0,1.0,0.0,0.0
2224,8727_8#39,2010.0,USA,America,0.5,16.0,0.03,0.5,-1.0,4.0,-5.058893689,-1.0,0.0,1.0,0.0,0.0
2225,8727_8#40,2010.0,USA,America,8.0,0.015,0.008,0.03,3.0,-6.058893689,-6.965784285,-5.058893689,1.0,0.0,0.0,0.0
2226,8727_8#41,2010.0,USA,America,0.5,32.0,0.06,0.25,-1.0,5.0,-4.058893689,-2.0,0.0,1.0,0.0,0.0
2227,8727_8#42,2010.0,USA,America,16.0,0.015,0.008,0.015,4.0,-6.058893689,-6.965784285,-6.058893689,1.0,0.0,0.0,0.0
2228,8727_8#43,2010.0,USA,America,1.0,32.0,0.125,0.25,0.0,5.0,-3.0,-2.0,0.0,1.0,0.0,0.0
2229,15335_4#53,2010.0,USA,America,1.0,32.0,0.06,0.06,0.0,5.0,-4.058893689,-4.058893689,0.0,1.0,0.0,0.0
2230,8727_8#45,2010.0,USA,America,0.5,16.0,0.06,0.25,-1.0,4.0,-4.058893689,-2.0,0.0,1.0,0.0,0.0
2231,8727_8#46,2009.0,USA,America,2.0,0.015,0.008,0.015,1.0,-6.058893689,-6.965784285,-6.058893689,0.0,0.0,0.0,0.0
2232,8727_8#47,2010.0,USA,America,0.5,16.0,0.125,0.25,-1.0,4.0,-3.0,-2.0,0.0,1.0,0.0,0.0
2233,8727_8#48,2009.0,USA,America,0.5,0.015,0.03,0.06,-1.0,-6.058893689,-5.058893689,-4.058893689,0.0,0.0,0.0,0.0
2234,8727_8#49,2010.0,USA,America,1.0,16.0,0.06,0.25,0.0,4.0,-4.058893689,-2.0,0.0,1.0,0.0,0.0
2235,8727_8#50,2009.0,USA,America,0.25,1.0,0.008,0.03,-2.0,0.0,-6.965784285,-5.058893689,0.0,0.0,0.0,0.0
2236,8727_8#51,2010.0,USA,America,1.0,16.0,0.125,0.25,0.0,4.0,-3.0,-2.0,0.0,1.0,0.0,0.0
2237,15335_5#86,2009.0,USA,America,0.5,4.0,0.015,0.03,-1.0,2.0,-6.058893689,-5.058893689,0.0,1.0,0.0,0.0
2238,8727_8#53,2010.0,USA,America,0.5,0.015,0.03,0.25,-1.0,-6.058893689,-5.058893689,-2.0,0.0,0.0,0.0,0.0
2239,8727_8#54,2009.0,USA,America,0.5,8.0,0.015,0.015,-1.0,3.0,-6.058893689,-6.058893689,0.0,1.0,0.0,0.0
2240,8727_8#55,2010.0,USA,America,1.0,16.0,0.06,0.25,0.0,4.0,-4.058893689,-2.0,0.0,1.0,0.0,0.0
2241,8727_8#56,2010.0,USA,America,0.5,16.0,0.06,0.06,-1.0,4.0,-4.058893689,-4.058893689,0.0,1.0,0.0,0.0
2242,8727_8#57,2010.0,USA,America,0.5,0.015,0.03,0.25,-1.0,-6.058893689,-5.058893689,-2.0,0.0,0.0,0.0,0.0
2243,15335_5#85,2009.0,USA,America,0.5,4.0,0.008,0.015,-1.0,2.0,-6.965784285,-6.058893689,0.0,1.0,0.0,0.0
2244,8727_8#59,2010.0,USA,America,1.0,16.0,0.125,0.25,0.0,4.0,-3.0,-2.0,0.0,1.0,0.0,0.0
2245,8727_8#60,2010.0,USA,America,16.0,0.015,0.008,0.03,4.0,-6.058893689,-6.965784285,-5.058893689,1.0,0.0,0.0,0.0
2246,8727_8#61,2010.0,USA,America,1.0,16.0,0.125,0.25,0.0,4.0,-3.0,-2.0,0.0,1.0,0.0,0.0
2247,8727_8#62,2009.0,USA,America,0.25,16.0,0.03,0.03,-2.0,4.0,-5.058893689,-5.058893689,0.0,1.0,0.0,0.0
2248,15335_6#46,2010.0,USA,America,0.5,8.0,0.06,0.25,-1.0,3.0,-4.058893689,-2.0,0.0,1.0,0.0,0.0
2249,8727_8#64,2009.0,USA,America,1.0,8.0,0.008,0.015,0.0,3.0,-6.965784285,-6.058893689,0.0,1.0,0.0,0.0
2250,8727_8#65,2010.0,USA,America,0.5,0.015,0.03,0.25,-1.0,-6.058893689,-5.058893689,-2.0,0.0,0.0,0.0,0.0
2251,8727_8#66,2009.0,USA,America,0.5,0.015,0.008,0.015,-1.0,-6.058893689,-6.965784285,-6.058893689,0.0,0.0,0.0,0.0
2252,8727_8#67,2010.0,USA,America,0.5,16.0,0.25,0.25,-1.0,4.0,-2.0,-2.0,0.0,1.0,0.0,0.0
2253,8727_8#68,2009.0,USA,America,0.25,16.0,0.03,0.03,-2.0,4.0,-5.058893689,-5.058893689,0.0,1.0,0.0,0.0
2254,8727_8#69,2010.0,USA,America,1.0,16.0,0.06,0.25,0.0,4.0,-4.058893689,-2.0,0.0,1.0,0.0,0.0
2255,8727_8#70,2009.0,USA,America,1.0,8.0,0.008,0.015,0.0,3.0,-6.965784285,-6.058893689,0.0,1.0,0.0,0.0
2256,8727_8#71,2010.0,USA,America,0.5,0.015,0.03,0.25,-1.0,-6.058893689,-5.058893689,-2.0,0.0,0.0,0.0,0.0
2257,8727_8#72,2010.0,USA,America,1.0,16.0,0.06,0.06,0.0,4.0,-4.058893689,-4.058893689,0.0,1.0,0.0,0.0
2258,8727_8#73,2010.0,USA,America,0.5,0.015,0.03,0.25,-1.0,-6.058893689,-5.058893689,-2.0,0.0,0.0,0.0,0.0
2259,8727_8#74,2010.0,USA,America,0.5,16.0,0.06,0.06,-1.0,4.0,-4.058893689,-4.058893689,0.0,1.0,0.0,0.0
2260,8727_8#75,2010.0,USA,America,0.5,0.015,0.06,0.25,-1.0,-6.058893689,-4.058893689,-2.0,0.0,0.0,0.0,0.0
2261,8727_8#76,2010.0,USA,America,2.0,0.015,0.008,0.015,1.0,-6.058893689,-6.965784285,-6.058893689,0.0,0.0,0.0,0.0
2262,8727_8#77,2010.0,USA,America,1.0,0.015,0.06,0.25,0.0,-6.058893689,-4.058893689,-2.0,0.0,0.0,0.0,0.0
2263,8727_8#78,2010.0,USA,America,16.0,0.015,0.008,0.03,4.0,-6.058893689,-6.965784285,-5.058893689,1.0,0.0,0.0,0.0
2264,8727_8#79,2010.0,USA,America,0.5,0.015,0.06,0.25,-1.0,-6.058893689,-4.058893689,-2.0,0.0,0.0,0.0,0.0
2265,8727_8#80,2010.0,USA,America,16.0,0.015,0.008,0.015,4.0,-6.058893689,-6.965784285,-6.058893689,1.0,0.0,0.0,0.0
2266,8727_8#81,2010.0,USA,America,1.0,4.0,0.03,0.25,0.0,2.0,-5.058893689,-2.0,0.0,1.0,0.0,0.0
2267,8727_8#82,2010.0,USA,America,1.0,16.0,0.015,0.03,0.0,4.0,-6.058893689,-5.058893689,0.0,1.0,0.0,0.0
2268,8727_8#83,2010.0,USA,America,0.25,16.0,0.06,0.5,-2.0,4.0,-4.058893689,-1.0,0.0,1.0,0.0,0.0
2269,8727_8#84,2009.0,USA,America,0.25,2.0,0.015,0.015,-2.0,1.0,-6.058893689,-6.058893689,0.0,1.0,0.0,0.0
2270,8727_8#85,2010.0,USA,America,0.25,16.0,0.125,0.5,-2.0,4.0,-3.0,-1.0,0.0,1.0,0.0,0.0
2271,8727_8#86,2009.0,USA,America,0.5,4.0,0.008,0.015,-1.0,2.0,-6.965784285,-6.058893689,0.0,1.0,0.0,0.0
2272,8727_8#87,2010.0,USA,America,0.25,16.0,0.06,0.25,-2.0,4.0,-4.058893689,-2.0,0.0,1.0,0.0,0.0
2273,8727_8#88,2009.0,USA,America,0.03,2.0,0.008,0.015,-5.058893689,1.0,-6.965784285,-6.058893689,0.0,1.0,0.0,0.0
