,Sample_ID,Year,Country,Continent,Azithromycin mic,Ciprofloxacin mic,Ceftriaxone mic,Cefixime mic,Azithromycin log mic,Ciprofloxacin log mic,Ceftriaxone log mic,Cefixime log mic,Azithromycin sr,Ciprofloxacin sr,Ceftriaxone sr,Cefixime sr
14,SRR1661154,1996.0,Canada,America,0.25,0.5,0.125,0.125,-2.0,-1.0,-3.0,-3.0,0.0,0.0,0.0,0.0
15,SRR1661156,1997.0,Canada,America,0.25,16.0,0.125,0.063,-2.0,4.0,-3.0,-3.988504361,0.0,1.0,0.0,0.0
16,SRR1661157,1998.0,Canada,America,0.125,0.016,0.125,0.063,-3.0,-5.965784285,-3.0,-3.988504361,0.0,0.0,0.0,0.0
17,SRR1661158,2000.0,Canada,America,0.25,0.5,0.125,0.25,-2.0,-1.0,-3.0,-2.0,0.0,0.0,0.0,0.0
18,SRR1661159,2001.0,Canada,America,0.063,0.063,0.00025,0.001,-3.988504361,-3.988504361,-11.96578428,-9.965784285,0.0,0.0,0.0,0.0
19,SRR1661160,2001.0,Canada,America,0.125,0.004,0.002,0.004,-3.0,-7.965784285,-8.965784285,-7.965784285,0.0,0.0,0.0,0.0
20,SRR1661161,2001.0,Canada,America,0.5,16.0,0.125,0.25,-1.0,4.0,-3.0,-2.0,0.0,1.0,0.0,0.0
21,SRR1661162,2001.0,Canada,America,0.063,0.004,0.004,0.008,-3.988504361,-7.965784285,-7.965784285,-6.965784285,0.0,0.0,0.0,0.0
22,SRR1661163,2001.0,Canada,America,0.5,0.032,0.125,0.032,-1.0,-4.965784285,-3.0,-4.965784285,0.0,0.0,0.0,0.0
23,SRR1661164,2001.0,Canada,America,0.5,64.0,0.125,0.25,-1.0,6.0,-3.0,-2.0,0.0,1.0,0.0,0.0
24,SRR1661165,2001.0,Canada,America,0.25,0.25,0.125,0.032,-2.0,-2.0,-3.0,-4.965784285,0.0,0.0,0.0,0.0
25,SRR1661166,2001.0,Canada,America,0.5,16.0,0.125,0.25,-1.0,4.0,-3.0,-2.0,0.0,1.0,0.0,0.0
26,SRR1661167,2002.0,Canada,America,2.0,0.032,0.125,0.063,1.0,-4.965784285,-3.0,-3.988504361,0.0,0.0,0.0,0.0
27,SRR1661169,2004.0,Canada,America,0.063,0.004,0.002,0.004,-3.988504361,-7.965784285,-8.965784285,-7.965784285,0.0,0.0,0.0,0.0
28,SRR1661171,2005.0,Canada,America,0.063,0.004,0.002,0.004,-3.988504361,-7.965784285,-8.965784285,-7.965784285,0.0,0.0,0.0,0.0
29,SRR1661172,2005.0,Canada,America,0.125,0.008,0.004,0.004,-3.0,-6.965784285,-7.965784285,-7.965784285,0.0,0.0,0.0,0.0
30,SRR1661174,2005.0,Canada,America,0.063,8.0,0.032,0.032,-3.988504361,3.0,-4.965784285,-4.965784285,0.0,1.0,0.0,0.0
31,SRR1661176,2005.0,Canada,America,0.5,16.0,0.032,0.063,-1.0,4.0,-4.965784285,-3.988504361,0.0,1.0,0.0,0.0
32,SRR1661177,2005.0,Canada,America,0.25,0.016,0.001,0.002,-2.0,-5.965784285,-9.965784285,-8.965784285,0.0,0.0,0.0,0.0
33,SRR1661178,2005.0,Canada,America,0.063,0.016,0.0005,0.001,-3.988504361,-5.965784285,-10.96578428,-9.965784285,0.0,0.0,0.0,0.0
34,SRR1661179,2006.0,Canada,America,0.25,1.0,0.125,0.063,-2.0,0.0,-3.0,-3.988504361,0.0,0.0,0.0,0.0
35,SRR1661180,2006.0,Canada,America,0.032,0.004,0.002,0.004,-4.965784285,-7.965784285,-8.965784285,-7.965784285,0.0,0.0,0.0,0.0
36,SRR1661181,2006.0,Canada,America,0.125,2.0,0.125,0.25,-3.0,1.0,-3.0,-2.0,0.0,1.0,0.0,0.0
37,SRR1661182,2006.0,Canada,America,0.125,2.0,0.125,0.25,-3.0,1.0,-3.0,-2.0,0.0,1.0,0.0,0.0
38,SRR1661184,2006.0,Canada,America,0.5,4.0,0.032,0.016,-1.0,2.0,-4.965784285,-5.965784285,0.0,1.0,0.0,0.0
39,SRR1661185,2006.0,Canada,America,0.25,16.0,0.125,0.25,-2.0,4.0,-3.0,-2.0,0.0,1.0,0.0,0.0
40,SRR1661186,2006.0,Canada,America,0.25,4.0,0.016,0.016,-2.0,2.0,-5.965784285,-5.965784285,0.0,1.0,0.0,0.0
41,SRR1661187,2006.0,Canada,America,0.25,8.0,0.063,0.063,-2.0,3.0,-3.988504361,-3.988504361,0.0,1.0,0.0,0.0
42,SRR1661188,2006.0,Canada,America,0.25,16.0,0.063,0.063,-2.0,4.0,-3.988504361,-3.988504361,0.0,1.0,0.0,0.0
43,SRR1661189,2006.0,Canada,America,0.25,4.0,0.008,0.016,-2.0,2.0,-6.965784285,-5.965784285,0.0,1.0,0.0,0.0
44,SRR1661191,2006.0,Canada,America,0.25,16.0,0.125,0.063,-2.0,4.0,-3.0,-3.988504361,0.0,1.0,0.0,0.0
45,SRR1661192,2006.0,Canada,America,0.25,32.0,0.125,0.063,-2.0,5.0,-3.0,-3.988504361,0.0,1.0,0.0,0.0
46,SRR1661193,2007.0,Canada,America,0.032,4.0,0.125,0.032,-4.965784285,2.0,-3.0,-4.965784285,0.0,1.0,0.0,0.0
47,SRR1661194,2007.0,Canada,America,0.25,0.016,0.125,0.125,-2.0,-5.965784285,-3.0,-3.0,0.0,0.0,0.0,0.0
48,SRR1661195,2007.0,Canada,America,0.25,64.0,0.125,0.5,-2.0,6.0,-3.0,-1.0,0.0,1.0,0.0,0.0
49,SRR1661196,2008.0,Canada,America,0.5,16.0,0.125,0.125,-1.0,4.0,-3.0,-3.0,0.0,1.0,0.0,0.0
50,SRR1661197,2007.0,Canada,America,0.5,16.0,0.125,0.125,-1.0,4.0,-3.0,-3.0,0.0,1.0,0.0,0.0
51,SRR1661198,2007.0,Canada,America,0.5,16.0,0.125,0.125,-1.0,4.0,-3.0,-3.0,0.0,1.0,0.0,0.0
52,SRR1661200,2008.0,Canada,America,0.5,16.0,0.032,0.032,-1.0,4.0,-4.965784285,-4.965784285,0.0,1.0,0.0,0.0
53,SRR1661201,2008.0,Canada,America,0.5,16.0,0.125,0.25,-1.0,4.0,-3.0,-2.0,0.0,1.0,0.0,0.0
54,SRR1661202,2008.0,Canada,America,0.5,16.0,0.032,0.032,-1.0,4.0,-4.965784285,-4.965784285,0.0,1.0,0.0,0.0
55,SRR1661203,2008.0,Canada,America,0.5,16.0,0.063,0.125,-1.0,4.0,-3.988504361,-3.0,0.0,1.0,0.0,0.0
56,SRR1661204,2008.0,Canada,America,0.5,32.0,0.125,0.125,-1.0,5.0,-3.0,-3.0,0.0,1.0,0.0,0.0
57,SRR1661205,2008.0,Canada,America,0.5,16.0,0.125,0.125,-1.0,4.0,-3.0,-3.0,0.0,1.0,0.0,0.0
58,SRR1661206,2008.0,Canada,America,0.5,16.0,0.125,0.25,-1.0,4.0,-3.0,-2.0,0.0,1.0,0.0,0.0
59,SRR1661208,2009.0,Canada,America,0.5,16.0,0.125,0.25,-1.0,4.0,-3.0,-2.0,0.0,1.0,0.0,0.0
60,SRR1661209,2009.0,Canada,America,16.0,16.0,0.063,0.063,4.0,4.0,-3.988504361,-3.988504361,1.0,1.0,0.0,0.0
61,SRR1661210,2009.0,Canada,America,0.5,16.0,0.125,0.25,-1.0,4.0,-3.0,-2.0,0.0,1.0,0.0,0.0
62,SRR1661212,2009.0,Canada,America,0.5,16.0,0.125,0.25,-1.0,4.0,-3.0,-2.0,0.0,1.0,0.0,0.0
63,SRR1661213,2009.0,Canada,America,0.5,16.0,0.125,0.25,-1.0,4.0,-3.0,-2.0,0.0,1.0,0.0,0.0
64,SRR1661214,2009.0,Canada,America,0.25,16.0,0.032,0.032,-2.0,4.0,-4.965784285,-4.965784285,0.0,1.0,0.0,0.0
65,SRR1661215,2009.0,Canada,America,0.25,8.0,0.063,0.125,-2.0,3.0,-3.988504361,-3.0,0.0,1.0,0.0,0.0
66,SRR1661217,2009.0,Canada,America,0.25,16.0,0.032,0.125,-2.0,4.0,-4.965784285,-3.0,0.0,1.0,0.0,0.0
67,SRR1661218,2010.0,Canada,America,0.25,0.125,0.008,0.032,-2.0,-3.0,-6.965784285,-4.965784285,0.0,0.0,0.0,0.0
68,SRR1661219,2010.0,Canada,America,0.032,0.002,0.008,0.008,-4.965784285,-8.965784285,-6.965784285,-6.965784285,0.0,0.0,0.0,0.0
69,SRR1661220,2010.0,Canada,America,0.5,16.0,0.125,0.25,-1.0,4.0,-3.0,-2.0,0.0,1.0,0.0,0.0
70,SRR1661221,2010.0,Canada,America,0.5,16.0,0.032,0.016,-1.0,4.0,-4.965784285,-5.965784285,0.0,1.0,0.0,0.0
71,SRR1661222,2010.0,Canada,America,0.5,8.0,0.063,0.032,-1.0,3.0,-3.988504361,-4.965784285,0.0,1.0,0.0,0.0
72,SRR1661224,2009.0,Canada,America,0.125,0.008,0.008,0.008,-3.0,-6.965784285,-6.965784285,-6.965784285,0.0,0.0,0.0,0.0
73,SRR1661225,2010.0,Canada,America,0.125,0.004,0.004,0.008,-3.0,-7.965784285,-7.965784285,-6.965784285,0.0,0.0,0.0,0.0
74,SRR1661226,2010.0,Canada,America,0.25,8.0,0.032,0.016,-2.0,3.0,-4.965784285,-5.965784285,0.0,1.0,0.0,0.0
75,SRR1661228,2010.0,Canada,America,0.5,4.0,0.032,0.063,-1.0,2.0,-4.965784285,-3.988504361,0.0,1.0,0.0,0.0
76,SRR1661230,2010.0,Canada,America,0.25,16.0,0.125,0.125,-2.0,4.0,-3.0,-3.0,0.0,1.0,0.0,0.0
77,SRR1661231,2010.0,Canada,America,0.5,16.0,0.063,0.125,-1.0,4.0,-3.988504361,-3.0,0.0,1.0,0.0,0.0
78,SRR1661232,2010.0,Canada,America,0.25,0.004,0.004,0.008,-2.0,-7.965784285,-7.965784285,-6.965784285,0.0,0.0,0.0,0.0
79,SRR1661233,2010.0,Canada,America,0.5,16.0,0.125,0.25,-1.0,4.0,-3.0,-2.0,0.0,1.0,0.0,0.0
80,SRR1661234,2010.0,Canada,America,0.125,0.004,0.004,0.004,-3.0,-7.965784285,-7.965784285,-7.965784285,0.0,0.0,0.0,0.0
81,SRR1661235,2010.0,Canada,America,0.125,0.004,0.002,0.004,-3.0,-7.965784285,-8.965784285,-7.965784285,0.0,0.0,0.0,0.0
82,SRR1661236,2010.0,Canada,America,0.063,0.002,0.002,0.004,-3.988504361,-8.965784285,-8.965784285,-7.965784285,0.0,0.0,0.0,0.0
83,SRR1661237,2010.0,Canada,America,0.125,0.004,0.004,0.004,-3.0,-7.965784285,-7.965784285,-7.965784285,0.0,0.0,0.0,0.0
84,SRR1661238,2010.0,Canada,America,0.125,0.004,0.002,0.004,-3.0,-7.965784285,-8.965784285,-7.965784285,0.0,0.0,0.0,0.0
85,SRR1661239,2010.0,Canada,America,0.125,0.004,0.004,0.004,-3.0,-7.965784285,-7.965784285,-7.965784285,0.0,0.0,0.0,0.0
86,SRR1661240,2010.0,Canada,America,0.125,0.004,0.004,0.004,-3.0,-7.965784285,-7.965784285,-7.965784285,0.0,0.0,0.0,0.0
87,SRR1661241,2011.0,Canada,America,0.125,0.004,0.004,0.004,-3.0,-7.965784285,-7.965784285,-7.965784285,0.0,0.0,0.0,0.0
88,SRR1661244,2010.0,Canada,America,0.5,16.0,0.063,0.125,-1.0,4.0,-3.988504361,-3.0,0.0,1.0,0.0,0.0
89,SRR1661246,2010.0,Canada,America,0.5,16.0,0.125,0.125,-1.0,4.0,-3.0,-3.0,0.0,1.0,0.0,0.0
90,SRR1661247,2010.0,Canada,America,0.5,16.0,0.125,0.125,-1.0,4.0,-3.0,-3.0,0.0,1.0,0.0,0.0
91,SRR1661248,2010.0,Canada,America,0.5,16.0,0.125,0.125,-1.0,4.0,-3.0,-3.0,0.0,1.0,0.0,0.0
92,SRR1661251,2010.0,Canada,America,0.5,16.0,0.125,0.125,-1.0,4.0,-3.0,-3.0,0.0,1.0,0.0,0.0
93,SRR1661252,2010.0,Canada,America,0.5,16.0,0.25,0.063,-1.0,4.0,-2.0,-3.988504361,0.0,1.0,0.0,0.0
94,SRR1661253,2011.0,Canada,America,0.25,16.0,0.125,0.25,-2.0,4.0,-3.0,-2.0,0.0,1.0,0.0,0.0
95,SRR1661254,2011.0,Canada,America,0.25,4.0,0.063,0.063,-2.0,2.0,-3.988504361,-3.988504361,0.0,1.0,0.0,0.0
96,SRR1661255,2011.0,Canada,America,0.032,0.004,0.002,0.004,-4.965784285,-7.965784285,-8.965784285,-7.965784285,0.0,0.0,0.0,0.0
97,SRR1661256,2011.0,Canada,America,0.032,0.002,0.002,0.004,-4.965784285,-8.965784285,-8.965784285,-7.965784285,0.0,0.0,0.0,0.0
98,SRR1661257,2011.0,Canada,America,0.063,0.002,0.004,0.004,-3.988504361,-8.965784285,-7.965784285,-7.965784285,0.0,0.0,0.0,0.0
99,SRR1661258,2010.0,Canada,America,0.5,16.0,0.032,0.032,-1.0,4.0,-4.965784285,-4.965784285,0.0,1.0,0.0,0.0
100,SRR1661259,2010.0,Canada,America,0.5,16.0,0.125,0.25,-1.0,4.0,-3.0,-2.0,0.0,1.0,0.0,0.0
101,SRR1661260,2010.0,Canada,America,0.125,0.002,0.0005,0.004,-3.0,-8.965784285,-10.96578428,-7.965784285,0.0,0.0,0.0,0.0
102,SRR1661261,2010.0,Canada,America,0.25,0.004,0.008,0.008,-2.0,-7.965784285,-6.965784285,-6.965784285,0.0,0.0,0.0,0.0
103,SRR1661263,2010.0,Canada,America,0.125,0.004,0.004,0.004,-3.0,-7.965784285,-7.965784285,-7.965784285,0.0,0.0,0.0,0.0
104,SRR1661264,2010.0,Canada,America,0.125,0.004,0.0005,0.002,-3.0,-7.965784285,-10.96578428,-8.965784285,0.0,0.0,0.0,0.0
105,SRR1661266,2011.0,Canada,America,0.125,0.004,0.004,0.004,-3.0,-7.965784285,-7.965784285,-7.965784285,0.0,0.0,0.0,0.0
106,SRR1661267,2011.0,Canada,America,0.063,0.004,0.004,0.004,-3.988504361,-7.965784285,-7.965784285,-7.965784285,0.0,0.0,0.0,0.0
107,SRR1661268,2011.0,Canada,America,0.5,4.0,0.063,0.25,-1.0,2.0,-3.988504361,-2.0,0.0,1.0,0.0,0.0
108,SRR1661269,2011.0,Canada,America,0.25,4.0,0.063,0.125,-2.0,2.0,-3.988504361,-3.0,0.0,1.0,0.0,0.0
109,SRR1661270,2011.0,Canada,America,0.5,16.0,0.125,0.25,-1.0,4.0,-3.0,-2.0,0.0,1.0,0.0,0.0
110,SRR1661271,2011.0,Canada,America,0.5,16.0,0.125,0.25,-1.0,4.0,-3.0,-2.0,0.0,1.0,0.0,0.0
111,SRR1661272,2011.0,Canada,America,0.5,4.0,0.125,0.25,-1.0,2.0,-3.0,-2.0,0.0,1.0,0.0,0.0
112,SRR1661273,2011.0,Canada,America,0.5,16.0,0.063,0.125,-1.0,4.0,-3.988504361,-3.0,0.0,1.0,0.0,0.0
113,SRR1661274,2011.0,Canada,America,0.063,4.0,0.032,0.063,-3.988504361,2.0,-4.965784285,-3.988504361,0.0,1.0,0.0,0.0
114,SRR1661276,2012.0,Canada,America,0.5,16.0,0.063,0.125,-1.0,4.0,-3.988504361,-3.0,0.0,1.0,0.0,0.0
115,SRR1661277,2012.0,Canada,America,0.5,16.0,0.125,0.25,-1.0,4.0,-3.0,-2.0,0.0,1.0,0.0,0.0
116,SRR1661278,2012.0,Canada,America,0.5,16.0,0.063,0.125,-1.0,4.0,-3.988504361,-3.0,0.0,1.0,0.0,0.0
117,SRR1661280,2011.0,Canada,America,0.032,4.0,0.008,0.016,-4.965784285,2.0,-6.965784285,-5.965784285,0.0,1.0,0.0,0.0
118,SRR1661282,2011.0,Canada,America,0.25,0.004,0.004,0.004,-2.0,-7.965784285,-7.965784285,-7.965784285,0.0,0.0,0.0,0.0
119,SRR1661283,2011.0,Canada,America,0.25,8.0,0.032,0.125,-2.0,3.0,-4.965784285,-3.0,0.0,1.0,0.0,0.0
120,SRR1661284,2012.0,Canada,America,0.25,8.0,0.032,0.125,-2.0,3.0,-4.965784285,-3.0,0.0,1.0,0.0,0.0
121,SRR1661285,2012.0,Canada,America,0.032,0.002,0.002,0.004,-4.965784285,-8.965784285,-8.965784285,-7.965784285,0.0,0.0,0.0,0.0
122,SRR1661286,2011.0,Canada,America,0.125,0.004,0.002,0.004,-3.0,-7.965784285,-8.965784285,-7.965784285,0.0,0.0,0.0,0.0
123,SRR1661287,2011.0,Canada,America,0.125,0.008,0.002,0.004,-3.0,-6.965784285,-8.965784285,-7.965784285,0.0,0.0,0.0,0.0
124,SRR1661288,2011.0,Canada,America,0.125,0.004,0.004,0.002,-3.0,-7.965784285,-7.965784285,-8.965784285,0.0,0.0,0.0,0.0
125,SRR1661289,2011.0,Canada,America,0.125,0.004,0.001,0.002,-3.0,-7.965784285,-9.965784285,-8.965784285,0.0,0.0,0.0,0.0
126,SRR1661290,2011.0,Canada,America,0.25,0.004,0.004,0.004,-2.0,-7.965784285,-7.965784285,-7.965784285,0.0,0.0,0.0,0.0
127,SRR1661291,2011.0,Canada,America,0.125,0.004,0.004,0.004,-3.0,-7.965784285,-7.965784285,-7.965784285,0.0,0.0,0.0,0.0
128,SRR1661293,2011.0,Canada,America,0.5,8.0,0.063,0.125,-1.0,3.0,-3.988504361,-3.0,0.0,1.0,0.0,0.0
129,SRR1661294,2011.0,Canada,America,0.5,16.0,0.125,0.25,-1.0,4.0,-3.0,-2.0,0.0,1.0,0.0,0.0
130,SRR1661295,2011.0,Canada,America,0.032,0.004,0.002,0.004,-4.965784285,-7.965784285,-8.965784285,-7.965784285,0.0,0.0,0.0,0.0
131,SRR1661296,2012.0,Canada,America,0.063,16.0,0.063,0.063,-3.988504361,4.0,-3.988504361,-3.988504361,0.0,1.0,0.0,0.0
132,SRR1661297,2012.0,Canada,America,0.063,8.0,0.125,0.063,-3.988504361,3.0,-3.0,-3.988504361,0.0,1.0,0.0,0.0
133,SRR1661298,2012.0,Canada,America,0.5,16.0,0.063,0.125,-1.0,4.0,-3.988504361,-3.0,0.0,1.0,0.0,0.0
134,SRR1661299,2012.0,Canada,America,0.125,16.0,0.125,0.125,-3.0,4.0,-3.0,-3.0,0.0,1.0,0.0,0.0
135,SRR1661300,2012.0,Canada,America,0.063,8.0,0.125,0.063,-3.988504361,3.0,-3.0,-3.988504361,0.0,1.0,0.0,0.0
136,SRR1661302,2012.0,Canada,America,0.063,8.0,0.125,0.25,-3.988504361,3.0,-3.0,-2.0,0.0,1.0,0.0,0.0
137,SRR1661303,2012.0,Canada,America,0.063,8.0,0.063,0.063,-3.988504361,3.0,-3.988504361,-3.988504361,0.0,1.0,0.0,0.0
138,SRR1661304,2012.0,Canada,America,0.063,16.0,0.125,0.125,-3.988504361,4.0,-3.0,-3.0,0.0,1.0,0.0,0.0
139,SRR1661305,2012.0,Canada,America,0.063,8.0,0.125,0.063,-3.988504361,3.0,-3.0,-3.988504361,0.0,1.0,0.0,0.0
140,SRR1661306,2012.0,Canada,America,0.063,16.0,0.125,0.063,-3.988504361,4.0,-3.0,-3.988504361,0.0,1.0,0.0,0.0
141,SRR1661307,2009.0,Canada,America,0.5,16.0,0.063,0.125,-1.0,4.0,-3.988504361,-3.0,0.0,1.0,0.0,0.0
142,SRR1661308,2009.0,Canada,America,0.5,64.0,0.063,0.125,-1.0,6.0,-3.988504361,-3.0,0.0,1.0,0.0,0.0
143,SRR1661309,2009.0,Canada,America,0.25,64.0,0.125,0.016,-2.0,6.0,-3.0,-5.965784285,0.0,1.0,0.0,0.0
144,SRR1661310,2009.0,Canada,America,0.5,32.0,0.016,0.125,-1.0,5.0,-5.965784285,-3.0,0.0,1.0,0.0,0.0
145,SRR1661311,2009.0,Canada,America,0.5,16.0,0.063,0.125,-1.0,4.0,-3.988504361,-3.0,0.0,1.0,0.0,0.0
146,SRR1661312,2010.0,Canada,America,0.25,0.016,0.032,0.032,-2.0,-5.965784285,-4.965784285,-4.965784285,0.0,0.0,0.0,0.0
147,SRR1661313,2010.0,Canada,America,0.25,0.004,0.032,0.016,-2.0,-7.965784285,-4.965784285,-5.965784285,0.0,0.0,0.0,0.0
148,SRR1661314,2011.0,Canada,America,0.125,0.004,0.008,0.016,-3.0,-7.965784285,-6.965784285,-5.965784285,0.0,0.0,0.0,0.0
149,SRR1661316,2012.0,Canada,America,0.25,0.004,0.002,0.004,-2.0,-7.965784285,-8.965784285,-7.965784285,0.0,0.0,0.0,0.0
150,SRR1661317,2012.0,Canada,America,0.032,0.002,0.004,0.004,-4.965784285,-8.965784285,-7.965784285,-7.965784285,0.0,0.0,0.0,0.0
151,SRR1661318,2012.0,Canada,America,0.004,0.004,0.002,0.004,-7.965784285,-7.965784285,-8.965784285,-7.965784285,0.0,0.0,0.0,0.0
152,SRR1661319,2012.0,Canada,America,0.125,0.004,0.001,0.002,-3.0,-7.965784285,-9.965784285,-8.965784285,0.0,0.0,0.0,0.0
153,SRR1661320,2013.0,Canada,America,0.063,0.002,0.004,0.004,-3.988504361,-8.965784285,-7.965784285,-7.965784285,0.0,0.0,0.0,0.0
154,SRR1661321,2012.0,Canada,America,0.125,0.004,0.004,0.004,-3.0,-7.965784285,-7.965784285,-7.965784285,0.0,0.0,0.0,0.0
155,SRR1661323,unknown,x,Y,0.5,0.004,0.016,0.032,-1.0,-7.965784285,-5.965784285,-4.965784285,0.0,0.0,0.0,0.0
156,SRR1661153,1994.0,Canada,America,0.5,0.016,0.125,0.063,-1.0,-5.965784285,-3.0,-3.988504361,0.0,0.0,0.0,0.0
159,SRR1661155,1998.0,Canada,America,1.0,0.016,0.25,0.125,0.0,-5.965784285,-2.0,-3.0,0.0,0.0,0.0,0.0
195,SRR1661168,2004.0,Canada,America,0.5,64.0,0.063,0.5,-1.0,6.0,-3.988504361,-1.0,0.0,1.0,0.0,0.0
203,SRR1661175,2005.0,Canada,America,0.5,16.0,0.032,0.125,-1.0,4.0,-4.965784285,-3.0,0.0,1.0,0.0,0.0
206,SRR1661183,2006.0,Canada,America,1.0,16.0,0.032,0.032,0.0,4.0,-4.965784285,-4.965784285,0.0,1.0,0.0,0.0
224,SRR1661199,2008.0,Canada,America,0.5,4.0,0.063,0.032,-1.0,2.0,-3.988504361,-4.965784285,0.0,1.0,0.0,0.0
231,SRR1661211,2009.0,Canada,America,0.5,0.004,0.016,0.016,-1.0,-7.965784285,-5.965784285,-5.965784285,0.0,0.0,0.0,0.0
234,SRR1661223,2010.0,Canada,America,0.5,0.125,0.016,0.016,-1.0,-3.0,-5.965784285,-5.965784285,0.0,0.0,0.0,0.0
244,SRR1661242,2010.0,Canada,America,0.5,16.0,0.125,0.25,-1.0,4.0,-3.0,-2.0,0.0,1.0,0.0,0.0
246,SRR1661243,2010.0,Canada,America,1.0,16.0,0.063,0.016,0.0,4.0,-3.988504361,-5.965784285,0.0,1.0,0.0,0.0
249,SRR1661245,2010.0,Canada,America,1.0,16.0,0.125,0.25,0.0,4.0,-3.0,-2.0,0.0,1.0,0.0,0.0
250,SRR1661249,2010.0,Canada,America,1.0,16.0,0.063,0.125,0.0,4.0,-3.988504361,-3.0,0.0,1.0,0.0,0.0
251,SRR1661250,2010.0,Canada,America,1.0,16.0,0.063,0.125,0.0,4.0,-3.988504361,-3.0,0.0,1.0,0.0,0.0
266,SRR1661262,2010.0,Canada,America,1.0,16.0,0.008,0.008,0.0,4.0,-6.965784285,-6.965784285,0.0,1.0,0.0,0.0
273,SRR1661265,2010.0,Canada,America,0.5,4.0,0.016,0.032,-1.0,2.0,-5.965784285,-4.965784285,0.0,1.0,0.0,0.0
278,SRR1661279,2012.0,Canada,America,2.0,16.0,0.125,0.25,1.0,4.0,-3.0,-2.0,0.0,1.0,0.0,0.0
284,SRR1661281,2011.0,Canada,America,1.0,0.004,0.016,0.032,0.0,-7.965784285,-5.965784285,-4.965784285,0.0,0.0,0.0,0.0
287,SRR1661292,2012.0,France,Europe,0.5,16.0,2.0,8.0,-1.0,4.0,1.0,3.0,0.0,1.0,1.0,1.0
292,SRR1661315,2012.0,Canada,America,8.0,16.0,0.125,0.125,3.0,4.0,-3.0,-3.0,1.0,1.0,0.0,0.0
385,SRR1661322,1989.0,Canada,America,0.5,0.032,0.125,0.125,-1.0,-4.965784285,-3.0,-3.0,0.0,0.0,0.0,0.0
386,16853_2#1,2013.0,Spain,Europe,0.03,2.0,0.003,0.007,-5.058893689,1.0,-8.380821784,-7.158429363,0.0,1.0,0.0,0.0
387,16853_2#10,2013.0,Spain,Europe,0.5,32.0,0.06,0.12,-1.0,5.0,-4.058893689,-3.058893689,0.0,1.0,0.0,0.0
388,16853_2#11,2013.0,Spain,Europe,0.5,0.003,0.06,0.12,-1.0,-8.380821784,-4.058893689,-3.058893689,0.0,0.0,0.0,0.0
389,16853_2#12,2013.0,Spain,Europe,0.25,0.007,0.015,0.06,-2.0,-7.158429363,-6.058893689,-4.058893689,0.0,0.0,0.0,0.0
390,16853_2#13,2013.0,Spain,Europe,0.25,0.023,0.06,0.06,-2.0,-5.442222329,-4.058893689,-4.058893689,0.0,0.0,0.0,0.0
391,16853_2#14,2013.0,Spain,Europe,1.0,16.0,0.03,0.015,0.0,4.0,-5.058893689,-6.058893689,0.0,1.0,0.0,0.0
392,16853_2#15,2013.0,Spain,Europe,0.5,32.0,0.25,0.25,-1.0,5.0,-2.0,-2.0,0.0,1.0,0.0,0.0
393,16853_2#16,2013.0,Spain,Europe,0.5,16.0,0.12,0.12,-1.0,4.0,-3.058893689,-3.058893689,0.0,1.0,0.0,0.0
394,16853_2#17,2013.0,Spain,Europe,0.5,16.0,0.06,0.25,-1.0,4.0,-4.058893689,-2.0,0.0,1.0,0.0,0.0
395,16853_2#18,2013.0,Spain,Europe,0.12,4.0,0.003,0.015,-3.058893689,2.0,-8.380821784,-6.058893689,0.0,1.0,0.0,0.0
396,16853_2#19,2013.0,Spain,Europe,0.5,16.0,0.06,0.12,-1.0,4.0,-4.058893689,-3.058893689,0.0,1.0,0.0,0.0
397,16853_2#2,2013.0,Spain,Europe,0.25,0.007,0.007,0.015,-2.0,-7.158429363,-7.158429363,-6.058893689,0.0,0.0,0.0,0.0
398,16853_2#20,2013.0,Spain,Europe,0.06,0.007,0.003,0.007,-4.058893689,-7.158429363,-8.380821784,-7.158429363,0.0,0.0,0.0,0.0
399,16853_2#21,2013.0,Spain,Europe,0.5,0.007,0.015,0.03,-1.0,-7.158429363,-6.058893689,-5.058893689,0.0,0.0,0.0,0.0
400,16853_2#22,2013.0,Spain,Europe,0.25,16.0,0.06,0.5,-2.0,4.0,-4.058893689,-1.0,0.0,1.0,0.0,0.0
401,16853_2#23,2013.0,Spain,Europe,0.25,16.0,0.03,0.03,-2.0,4.0,-5.058893689,-5.058893689,0.0,1.0,0.0,0.0
402,16853_2#24,2013.0,Spain,Europe,0.25,16.0,0.12,0.25,-2.0,4.0,-3.058893689,-2.0,0.0,1.0,0.0,0.0
403,16853_2#25,2013.0,Spain,Europe,0.25,32.0,0.12,0.25,-2.0,5.0,-3.058893689,-2.0,0.0,1.0,0.0,0.0
404,16853_2#26,2013.0,Spain,Europe,0.25,0.015,0.007,0.007,-2.0,-6.058893689,-7.158429363,-7.158429363,0.0,0.0,0.0,0.0
405,16853_2#27,2013.0,Spain,Europe,0.25,0.007,0.015,0.06,-2.0,-7.158429363,-6.058893689,-4.058893689,0.0,0.0,0.0,0.0
406,16853_2#28,2013.0,Spain,Europe,0.25,16.0,0.06,0.06,-2.0,4.0,-4.058893689,-4.058893689,0.0,1.0,0.0,0.0
407,16853_2#29,2013.0,Spain,Europe,0.5,0.007,0.007,0.015,-1.0,-7.158429363,-7.158429363,-6.058893689,0.0,0.0,0.0,0.0
